symbol,name,weight
AAPL,Apple Inc,12.3930
MSFT,Microsoft Corp,11.6403
NVDA,NVIDIA Corp,11.0245
META,Meta Platforms Inc,4.4762
AMZN,Amazon.com Inc,4.1389
GOOGL,Alphabet Inc,3.6032
GOOG,Alphabet Inc,3.0294
LLY,Eli Lilly & Co,3.0032
AVGO,Broadcom Inc,2.7791
TSLA,Tesla Inc,2.3277
NFLX,Netflix Inc,1.1843
V,Visa Inc,1.1250
MA,Mastercard Inc,1.1195
ADBE,Adobe Inc,1.0082
CRM,Salesforce Inc,0.9624
AMD,Advanced Micro Devices Inc,0.9408
ORCL,Oracle Corp,0.8825
UNH,UnitedHealth Group Inc,0.8087
INTU,Intuit Inc,0.6915
NOW,ServiceNow Inc,0.6867
COST,Costco Wholesale Corp,0.6512
AMAT,Applied Materials Inc,0.6422
PG,Procter & Gamble Co/The,0.6187
UBER,Uber Technologies Inc,0.5987
HD,Home Depot Inc/The,0.5295
BKNG,Booking Holdings Inc,0.5198
ABBV,AbbVie Inc,0.5026
MRK,Merck & Co Inc,0.4702
PANW,Palo Alto Networks Inc,0.4591
ISRG,Intuitive Surgical Inc,0.4519
KLAC,KLA Corp,0.4325
KO,Coca-Cola Co/The,0.4294
AXP,American Express Co,0.4031
QCOM,QUALCOMM Inc,0.3993
CAT,Caterpillar Inc,0.3958
COP,ConocoPhillips,0.3598
MCD,McDonald's Corp,0.3587
TMO,Thermo Fisher Scientific Inc,0.3495
TJX,TJX Cos Inc/The,0.3382
PEP,PepsiCo Inc,0.3353
KKR,KKR & Co Inc,0.3228
GE,General Electric Co,0.3220
VRTX,Vertex Pharmaceuticals Inc,0.3210
SNPS,Synopsys Inc,0.3105
SYK,Stryker Corp,0.3064
CMG,Chipotle Mexican Grill Inc,0.3018
TDG,TransDigm Group Inc,0.3013
REGN,Regeneron Pharmaceuticals Inc,0.2956
PGR,Progressive Corp/The,0.2893
BX,Blackstone Inc,0.2870
CDNS,Cadence Design Systems Inc,0.2868
SPGI,S&P Global Inc,0.2832
TXN,Texas Instruments Inc,0.2829
PM,Philip Morris International Inc,0.2779
UNP,Union Pacific Corp,0.2754
ADI,Analog Devices Inc,0.2692
BSX,Boston Scientific Corp,0.2591
CRWD,Crowdstrike Holdings Inc,0.2506
SBUX,Starbucks Corp,0.2476
PH,Parker-Hannifin Corp,0.2358
MRSH,Marsh & McLennan Cos Inc,0.2285
DE,Deere & Co,0.2230
MAR,Marriott International Inc/MD,0.2206
DHI,DR Horton Inc,0.2192
HLT,Hilton Worldwide Holdings Inc,0.2152
FISV,Fiserv Inc,0.2081
ROST,Ross Stores Inc,0.1979
URI,United Rentals Inc,0.1936
EOG,EOG Resources Inc,0.1914
FTNT,Fortinet Inc,0.1906
ORLY,O'Reilly Automotive Inc,0.1901
CPRT,Copart Inc,0.1816
ZTS,Zoetis Inc,0.1804
MPWR,Monolithic Power Systems Inc,0.1783
APH,Amphenol Corp,0.1778
BA,Boeing Co/The,0.1728
ADP,Automatic Data Processing Inc,0.1725
NKE,NIKE Inc,0.1701
SHW,Sherwin-Williams Co/The,0.1688
AMT,American Tower Corp,0.1681
FICO,Fair Isaac Corp,0.1680
MSI,Motorola Solutions Inc,0.1677
MDLZ,Mondelez International Inc,0.1585
CTAS,Cintas Corp,0.1499
IT,Gartner Inc,0.1495
AZO,AutoZone Inc,0.1485
EQIX,Equinix Inc,0.1459
HCA,HCA Healthcare Inc,0.1443
PCAR,PACCAR Inc,0.1442
WM,Waste Management Inc,0.1425
MCO,Moody's Corp,0.1409
FANG,Diamondback Energy Inc,0.1363
