symbol,name,weight
BRK/B,Berkshire Hathaway Inc,4.1181
JPM,JPMorgan Chase & Co,3.0857
XOM,Exxon Mobil Corp,2.5289
JNJ,Johnson & Johnson,1.9080
UNH,UnitedHealth Group Inc,1.6099
WMT,Walmart Inc,1.5767
BAC,Bank of America Corp,1.3253
CVX,Chevron Corp,1.2121
PG,Procter & Gamble Co/The,1.1802
HD,Home Depot Inc/The,1.0998
COST,Costco Wholesale Corp,1.0971
ABBV,AbbVie Inc,1.0439
CSCO,Cisco Systems Inc,0.9784
WFC,Wells Fargo & Co,0.9744
ABT,Abbott Laboratories,0.9420
IBM,International Business Machines Corp,0.8875
MRK,Merck & Co Inc,0.8604
AMGN,Amgen Inc,0.8561
DHR,Danaher Corp,0.8487
VZ,Verizon Communications Inc,0.8407
KO,Coca-Cola Co/The,0.8192
NEE,NextEra Energy Inc,0.7908
DIS,Walt Disney Co/The,0.7877
GS,Goldman Sachs Group Inc/The,0.7865
PFE,Pfizer Inc,0.7860
RTX,RTX Corp,0.7838
CMCSA,Comcast Corp,0.7406
PEP,PepsiCo Inc,0.7271
V,Visa Inc,0.7070
TMO,Thermo Fisher Scientific Inc,0.6959
T,AT&T Inc,0.6820
LOW,Lowe's Cos Inc,0.6799
HON,Honeywell International Inc,0.6472
MS,Morgan Stanley,0.6199
ELV,Elevance Health Inc,0.6187
TXN,Texas Instruments Inc,0.5877
LMT,Lockheed Martin Corp,0.5800
PM,Philip Morris International Inc,0.5773
C,Citigroup Inc,0.5712
PLD,Prologis Inc,0.5658
MCD,McDonald's Corp,0.5569
MA,Mastercard Inc,0.5312
GE,General Electric Co,0.5209
MU,Micron Technology Inc,0.5096
CI,Cigna Group/The,0.4914
TMUS,T-Mobile US Inc,0.4899
BMY,Bristol-Myers Squibb Co,0.4842
GILD,Gilead Sciences Inc,0.4706
SCHW,Charles Schwab Corp/The,0.4647
SO,Southern Co/The,0.4517
QCOM,QUALCOMM Inc,0.4498
INTC,Intel Corp,0.4487
UPS,United Parcel Service Inc,0.4486
ICE,Intercontinental Exchange Inc,0.4431
MO,Altria Group Inc,0.4416
SPGI,S&P Global Inc,0.4400
DUK,Duke Energy Corp,0.4206
UNP,Union Pacific Corp,0.4110
PYPL,PayPal Holdings Inc,0.3624
MMM,3M Co,0.3565
PGR,Progressive Corp/The,0.3533
USB,US Bancorp,0.3526
PNC,PNC Financial Services Group Inc/The,0.3523
CAT,Caterpillar Inc,0.3499
MCK,McKesson Corp,0.3488
NOC,Northrop Grumman Corp,0.3482
WELL,Welltower Inc,0.3451
CVS,CVS Health Corp,0.3437
TGT,Target Corp,0.3399
BDX,Becton Dickinson & Co,0.3352
ADP,Automatic Data Processing Inc,0.3295
GD,General Dynamics Corp,0.3256
FDX,FedEx Corp,0.3236
SLB,Schlumberger NV,0.3009
APD,Air Products and Chemicals Inc,0.2966
AMT,American Tower Corp,0.2953
NEM,Newmont Corp,0.2941
TFC,Truist Financial Corp,0.2847
PSX,Phillips 66,0.2846
ISRG,Intuitive Surgical Inc,0.2843
NSC,Norfolk Southern Corp,0.2769
NKE,NIKE Inc,0.2753
AFL,Aflac Inc,0.2731
GM,General Motors Co,0.2718
COF,Capital One Financial Corp,0.2687
BA,Boeing Co/The,0.2682
MDLZ,Mondelez International Inc,0.2673
BSX,Boston Scientific Corp,0.2590
O,Realty Income Corp,0.2588
MRSH,Marsh & McLennan Cos Inc,0.2570
CL,Colgate-Palmolive Co,0.2546
AEP,American Electric Power Co Inc,0.2525
TRV,Travelers Cos Inc/The,0.2500
SRE,Sempra,0.2489
AIG,American International Group Inc,0.2447
BK,Bank of New York Mellon Corp/The,0.2442
REGN,Regeneron Pharmaceuticals Inc,0.2406
ALL,Allstate Corp/The,0.2387
CME,CME Group Inc,0.2375
FISV,Fiserv Inc,0.2342
KMB,Kimberly-Clark Corp,0.2331
CCI,Crown Castle Inc,0.2330
VLO,Valero Energy Corp,0.2292
ADI,Analog Devices Inc,0.2286
D,Dominion Energy Inc,0.2238
TJX,TJX Cos Inc/The,0.2225
MET,MetLife Inc,0.2216
VRTX,Vertex Pharmaceuticals Inc,0.2201
FIS,Fidelity National Information Services Inc,0.2196
EMR,Emerson Electric Co,0.2192
LHX,L3Harris Technologies Inc,0.2149
AXP,American Express Co,0.2106
SYK,Stryker Corp,0.2101
SBUX,Starbucks Corp,0.2098
F,Ford Motor Co,0.2096
PRU,Prudential Financial Inc,0.2083
SHW,Sherwin-Williams Co/The,0.2063
DE,Deere & Co,0.2051
