symbol,name,weight
AAPL,Apple Inc,11.7711
MSFT,Microsoft Corp,9.5816
AMZN,Amazon.com Inc,8.1002
META,Facebook Inc,3.9497
GOOGL,Alphabet Inc,2.7216
GOOG,Alphabet Inc,2.6949
V,Visa Inc,2.0037
NVDA,NVIDIA Corp,1.8436
MA,Mastercard Inc,1.7736
ADBE,Adobe Inc,1.3857
CRM,salesforce.com Inc,1.3762
PYPL,PayPal Holdings Inc,1.3428
NFLX,Netflix Inc,1.3047
HD,Home Depot Inc/The,1.2194
PG,Procter & Gamble Co/The,1.1128
JNJ,Johnson & Johnson,0.9510
TMO,Thermo Fisher Scientific Inc,0.9491
JPM,JPMorgan Chase & Co,0.8210
DIS,Walt Disney Co/The,0.8140
AVGO,Broadcom Inc,0.7775
PEP,PepsiCo Inc,0.5226
NKE,NIKE Inc,0.5208
CHTR,Charter Communications Inc,0.5197
NOW,ServiceNow Inc,0.5150
COST,Costco Wholesale Corp,0.5073
INTU,Intuit Inc,0.5045
ABBV,AbbVie Inc,0.5011
SPGI,S&P Global Inc,0.4945
AMGN,Amgen Inc,0.4926
ISRG,Intuitive Surgical Inc,0.4775
DHR,Danaher Corp,0.4658
LOW,Lowe's Cos Inc,0.4597
UNP,Union Pacific Corp,0.4535
TXN,Texas Instruments Inc,0.4532
BKNG,Booking Holdings Inc,0.4385
BMY,Bristol-Myers Squibb Co,0.4337
KO,Coca-Cola Co/The,0.4290
ZTS,Zoetis Inc,0.4260
NEE,NextEra Energy Inc,0.4057
VRTX,Vertex Pharmaceuticals Inc,0.4055
ORCL,Oracle Corp,0.4003
EQIX,Equinix Inc,0.3916
MCD,McDonald's Corp,0.3914
LLY,Eli Lilly and Co,0.3851
TJX,TJX Cos Inc/The,0.3677
APD,Air Products and Chemicals Inc,0.3616
AMAT,Applied Materials Inc,0.3163
FISV,Fiserv Inc,0.3137
PM,Philip Morris International Inc,0.3063
SHW,Sherwin-Williams Co/The,0.3039
ADSK,Autodesk Inc,0.3017
HON,Honeywell International Inc,0.2994
EW,Edwards Lifesciences Corp,0.2980
NOC,Northrop Grumman Corp,0.2976
UPS,United Parcel Service Inc,0.2904
DG,Dollar General Corp,0.2847
MU,Micron Technology Inc,0.2836
EL,Estee Lauder Cos Inc/The,0.2792
TGT,Target Corp,0.2711
RTX,Raytheon Technologies Corp,0.2664
MCO,Moody's Corp,0.2662
CAT,Caterpillar Inc,0.2546
ROP,Roper Technologies Inc,0.2498
ADI,Analog Devices Inc,0.2412
PLD,Prologis Inc,0.2402
SYK,Stryker Corp,0.2362
REGN,Regeneron Pharmaceuticals Inc,0.2348
COP,ConocoPhillips,0.2277
BA,Boeing Co/The,0.2271
AXP,American Express Co,0.2254
CCI,Crown Castle International Corp,0.2211
DXCM,DexCom Inc,0.2199
LHX,L3Harris Technologies Inc,0.2185
DE,Deere & Co,0.2172
ADP,Automatic Data Processing Inc,0.2076
EBAY,eBay Inc,0.2027
MRSH,Marsh & McLennan Cos Inc,0.2004
ITW,Illinois Tool Works Inc,0.1941
BSX,Boston Scientific Corp,0.1937
ORLY,O'Reilly Automotive Inc,0.1937
SBAC,SBA Communications Corp,0.1914
PGR,Progressive Corp/The,0.1901
CMG,Chipotle Mexican Grill Inc,0.1884
DOW,Dow Inc,0.1872
SNPS,Synopsys Inc,0.1869
IDXX,IDEXX Laboratories Inc,0.1861
APH,Amphenol Corp,0.1820
ROST,Ross Stores Inc,0.1813
CME,CME Group Inc,0.1802
ICE,Intercontinental Exchange Inc,0.1791
KLAC,KLA Corp,0.1782
MSCI,MSCI Inc,0.1778
