symbol,name,weight
BRK/B,Berkshire Hathaway Inc,2.9757
JNJ,Johnson & Johnson,2.4872
XOM,Exxon Mobil Corp,2.3585
PG,Procter & Gamble Co/The,1.9388
CVX,Chevron Corp,1.8190
UNH,UnitedHealth Group Inc,1.6555
KO,Coca-Cola Co/The,1.4104
MRK,Merck & Co Inc,1.2647
DIS,Walt Disney Co/The,1.1960
V,Visa Inc,1.0920
WMT,Walmart Inc,1.0900
JPM,JPMorgan Chase & Co,1.0566
VZ,Verizon Communications Inc,1.0288
NEE,NextEra Energy Inc,0.9790
WFC,Wells Fargo & Co,0.9705
CMCSA,Comcast Corp,0.9478
PM,Philip Morris International Inc,0.8672
MA,Mastercard Inc,0.8649
BMY,Bristol-Myers Squibb Co,0.8409
COP,ConocoPhillips,0.8293
PEP,PepsiCo Inc,0.8092
RTX,Raytheon Technologies Corp,0.7818
BAC,Bank of America Corp,0.7817
INTC,Intel Corp,0.7645
HON,Honeywell International Inc,0.7552
CVS,CVS Health Corp,0.7540
ELV,Elevance Health Inc,0.6852
PFE,Pfizer Inc,0.6840
IBM,International Business Machines Corp,0.6768
COST,Costco Wholesale Corp,0.6641
ABBV,AbbVie Inc,0.6406
T,AT&T Inc,0.6206
MCD,McDonald's Corp,0.6012
CSCO,Cisco Systems Inc,0.5987
LMT,Lockheed Martin Corp,0.5830
CAT,Caterpillar Inc,0.5772
C,Citigroup Inc,0.5553
CI,Cigna Corp,0.5270
BA,Boeing Co/The,0.5223
AVGO,Broadcom Inc,0.5135
MDLZ,Mondelez International Inc,0.5017
TMUS,T-Mobile US Inc,0.4970
ABT,Abbott Laboratories,0.4946
UNP,Union Pacific Corp,0.4875
DUK,Duke Energy Corp,0.4824
SO,Southern Co/The,0.4798
MO,Altria Group Inc,0.4784
UPS,United Parcel Service Inc,0.4771
GE,General Electric Co,0.4738
GILD,Gilead Sciences Inc,0.4661
ADI,Analog Devices Inc,0.4648
TXN,Texas Instruments Inc,0.4553
BKNG,Booking Holdings Inc,0.4463
